symbol,fundingTime,fundingRate,settlement
BTCUSDT,2019-09-30 16:00:00,0.0001,USDT
BTCUSDT,2019-10-01 00:00:00,0.0001,USDT
BTCUSDT,2019-10-01 08:00:00,0.0001,USDT
BTCUSDT,2019-10-01 16:00:00,0.0001,USDT
BTCUSDT,2019-10-02 00:00:00,0.0001,USDT
BTCUSDT,2019-10-02 08:00:00,0.0001,USDT
BTCUSDT,2019-10-02 16:00:00,-0.00052458,USDT
BTCUSDT,2019-10-03 00:00:00,-0.00032219999999999997,USDT
BTCUSDT,2019-10-03 08:00:00,-6.876e-05,USDT
BTCUSDT,2019-10-03 16:00:00,0.0001,USDT
BTCUSDT,2019-10-04 00:00:00,0.0001,USDT
BTCUSDT,2019-10-04 08:00:00,3.592e-05,USDT
BTCUSDT,2019-10-04 16:00:00,-0.00013704,USDT
BTCUSDT,2019-10-05 00:00:00,-0.00025688,USDT
BTCUSDT,2019-10-05 08:00:00,-0.0002266,USDT
BTCUSDT,2019-10-05 16:00:00,-1.226e-05,USDT
BTCUSDT,2019-10-06 00:00:00,-0.00011057,USDT
BTCUSDT,2019-10-06 08:00:00,-3.644e-05,USDT
BTCUSDT,2019-10-06 16:00:00,2.715e-05,USDT
BTCUSDT,2019-10-07 00:00:00,-5.063e-05,USDT
BTCUSDT,2019-10-07 08:00:00,-0.00020006,USDT
BTCUSDT,2019-10-07 16:00:00,-0.00024859,USDT
BTCUSDT,2019-10-08 00:00:00,0.0001,USDT
BTCUSDT,2019-10-08 08:00:00,0.0001,USDT
BTCUSDT,2019-10-08 16:00:00,0.0001,USDT
BTCUSDT,2019-10-09 00:00:00,0.0001,USDT
BTCUSDT,2019-10-09 08:00:00,0.0001,USDT
BTCUSDT,2019-10-09 16:00:00,0.0001,USDT
BTCUSDT,2019-10-10 00:00:00,0.0001,USDT
BTCUSDT,2019-10-10 08:00:00,0.0001,USDT
BTCUSDT,2019-10-10 16:00:00,0.0001,USDT
BTCUSDT,2019-10-11 00:00:00,0.0001,USDT
BTCUSDT,2019-10-11 08:00:00,0.0001,USDT
BTCUSDT,2019-10-11 16:00:00,0.0001,USDT
BTCUSDT,2019-10-12 00:00:00,0.0001,USDT
BTCUSDT,2019-10-12 08:00:00,0.0001,USDT
BTCUSDT,2019-10-12 16:00:00,0.0001,USDT
BTCUSDT,2019-10-13 00:00:00,0.0001,USDT
BTCUSDT,2019-10-13 08:00:00,0.0001,USDT
BTCUSDT,2019-10-13 16:00:00,0.0001,USDT
BTCUSDT,2019-10-14 00:00:00,0.0001,USDT
BTCUSDT,2019-10-14 08:00:00,0.0001,USDT
BTCUSDT,2019-10-14 16:00:00,0.0001,USDT
BTCUSDT,2019-10-15 00:00:00,0.0001,USDT
BTCUSDT,2019-10-15 08:00:00,0.0001,USDT
BTCUSDT,2019-10-15 16:00:00,0.0001,USDT
BTCUSDT,2019-10-16 00:00:00,0.0001,USDT
BTCUSDT,2019-10-16 08:00:00,0.0001,USDT
BTCUSDT,2019-10-16 16:00:00,0.0001,USDT
BTCUSDT,2019-10-17 00:00:00,0.0001,USDT
BTCUSDT,2019-10-17 08:00:00,0.0001,USDT
BTCUSDT,2019-10-17 16:00:00,0.0001,USDT
BTCUSDT,2019-10-18 00:00:00,0.0001,USDT
BTCUSDT,2019-10-18 08:00:00,0.0001,USDT
BTCUSDT,2019-10-18 16:00:00,0.0001,USDT
BTCUSDT,2019-10-19 00:00:00,0.0001,USDT
BTCUSDT,2019-10-19 08:00:00,0.0001,USDT
BTCUSDT,2019-10-19 16:00:00,0.0001,USDT
BTCUSDT,2019-10-20 00:00:00,0.0001,USDT
BTCUSDT,2019-10-20 08:00:00,0.0001,USDT
BTCUSDT,2019-10-20 16:00:00,0.0001,USDT
BTCUSDT,2019-10-21 00:00:00,0.0001,USDT
BTCUSDT,2019-10-21 08:00:00,0.0001,USDT
BTCUSDT,2019-10-21 16:00:00,0.0001,USDT
BTCUSDT,2019-10-22 00:00:00,0.0001,USDT
BTCUSDT,2019-10-22 08:00:00,0.0001,USDT
BTCUSDT,2019-10-22 16:00:00,0.0001,USDT
BTCUSDT,2019-10-23 00:00:00,0.0001,USDT
BTCUSDT,2019-10-23 08:00:00,0.0001,USDT
BTCUSDT,2019-10-23 16:00:00,0.0001,USDT
BTCUSDT,2019-10-24 00:00:00,0.0001,USDT
BTCUSDT,2019-10-24 08:00:00,0.0001,USDT
BTCUSDT,2019-10-24 16:00:00,-4.395e-05,USDT
BTCUSDT,2019-10-25 00:00:00,0.0001,USDT
BTCUSDT,2019-10-25 08:00:00,0.0001,USDT
BTCUSDT,2019-10-25 16:00:00,-0.00014709,USDT
BTCUSDT,2019-10-26 00:00:00,0.0001,USDT
BTCUSDT,2019-10-26 08:00:00,0.00013709,USDT
BTCUSDT,2019-10-26 16:00:00,0.00030874,USDT
BTCUSDT,2019-10-27 00:00:00,0.0001,USDT
BTCUSDT,2019-10-27 08:00:00,0.00018561,USDT
BTCUSDT,2019-10-27 16:00:00,0.0001,USDT
BTCUSDT,2019-10-28 00:00:00,0.00012485,USDT
BTCUSDT,2019-10-28 08:00:00,0.00078363,USDT
BTCUSDT,2019-10-28 16:00:00,0.00073711,USDT
BTCUSDT,2019-10-29 00:00:00,0.00053797,USDT
BTCUSDT,2019-10-29 08:00:00,0.00016366,USDT
BTCUSDT,2019-10-29 16:00:00,0.00046967,USDT
BTCUSDT,2019-10-30 00:00:00,0.00025294,USDT
BTCUSDT,2019-10-30 08:00:00,0.0002903,USDT
BTCUSDT,2019-10-30 16:00:00,0.00052312,USDT
BTCUSDT,2019-10-31 00:00:00,0.0001317,USDT
BTCUSDT,2019-10-31 08:00:00,0.00038598,USDT
BTCUSDT,2019-10-31 16:00:00,0.00041061,USDT
BTCUSDT,2019-11-01 00:00:00,0.00015873,USDT
BTCUSDT,2019-11-01 08:00:00,0.00048728,USDT
BTCUSDT,2019-11-01 16:00:00,0.0001,USDT
BTCUSDT,2019-11-02 00:00:00,0.0001,USDT
BTCUSDT,2019-11-02 08:00:00,0.0001,USDT
BTCUSDT,2019-11-02 16:00:00,0.0001,USDT
BTCUSDT,2019-11-03 00:00:00,0.0001,USDT
BTCUSDT,2019-11-03 08:00:00,0.0001,USDT
BTCUSDT,2019-11-03 16:00:00,0.0001,USDT
BTCUSDT,2019-11-04 00:00:00,0.0001,USDT
BTCUSDT,2019-11-04 08:00:00,0.00010072,USDT
BTCUSDT,2019-11-04 16:00:00,0.0001,USDT
BTCUSDT,2019-11-05 00:00:00,0.0001,USDT
BTCUSDT,2019-11-05 08:00:00,0.0001,USDT
BTCUSDT,2019-11-05 16:00:00,0.0001,USDT
BTCUSDT,2019-11-06 00:00:00,0.0001,USDT
BTCUSDT,2019-11-06 08:00:00,0.0001,USDT
BTCUSDT,2019-11-06 16:00:00,0.00013877,USDT
BTCUSDT,2019-11-07 00:00:00,0.00027025,USDT
BTCUSDT,2019-11-07 08:00:00,0.00018004,USDT
BTCUSDT,2019-11-07 16:00:00,0.0001953,USDT
BTCUSDT,2019-11-08 00:00:00,0.000125,USDT
BTCUSDT,2019-11-08 08:00:00,0.0001,USDT
BTCUSDT,2019-11-08 16:00:00,0.0001,USDT
BTCUSDT,2019-11-09 00:00:00,0.0001,USDT
BTCUSDT,2019-11-09 08:00:00,0.0001,USDT
BTCUSDT,2019-11-09 16:00:00,0.0001,USDT
BTCUSDT,2019-11-10 00:00:00,0.0001,USDT
BTCUSDT,2019-11-10 08:00:00,0.0001,USDT
BTCUSDT,2019-11-10 16:00:00,0.0001,USDT
BTCUSDT,2019-11-11 00:00:00,0.0001,USDT
BTCUSDT,2019-11-11 08:00:00,0.0001,USDT
BTCUSDT,2019-11-11 16:00:00,0.0001,USDT
BTCUSDT,2019-11-12 00:00:00,0.0001,USDT
BTCUSDT,2019-11-12 08:00:00,0.0001,USDT
BTCUSDT,2019-11-12 16:00:00,0.0001,USDT
BTCUSDT,2019-11-13 00:00:00,-0.00022089,USDT
BTCUSDT,2019-11-13 08:00:00,0.0001,USDT
BTCUSDT,2019-11-13 16:00:00,0.0001,USDT
BTCUSDT,2019-11-14 00:00:00,0.0001,USDT
BTCUSDT,2019-11-14 08:00:00,0.0001,USDT
BTCUSDT,2019-11-14 16:00:00,0.0001,USDT
BTCUSDT,2019-11-15 00:00:00,0.0001,USDT
BTCUSDT,2019-11-15 08:00:00,0.0001,USDT
BTCUSDT,2019-11-15 16:00:00,0.0001,USDT
BTCUSDT,2019-11-16 00:00:00,0.0001,USDT
BTCUSDT,2019-11-16 08:00:00,0.0001,USDT
BTCUSDT,2019-11-16 16:00:00,0.0001,USDT
BTCUSDT,2019-11-17 00:00:00,0.0001,USDT
BTCUSDT,2019-11-17 08:00:00,0.0001,USDT
BTCUSDT,2019-11-17 16:00:00,0.0001,USDT
BTCUSDT,2019-11-18 00:00:00,0.0001,USDT
BTCUSDT,2019-11-18 08:00:00,0.0001,USDT
BTCUSDT,2019-11-18 16:00:00,0.0001,USDT
BTCUSDT,2019-11-19 00:00:00,0.0001,USDT
BTCUSDT,2019-11-19 08:00:00,0.0001,USDT
BTCUSDT,2019-11-19 16:00:00,0.0001,USDT
BTCUSDT,2019-11-20 00:00:00,0.0001,USDT
BTCUSDT,2019-11-20 08:00:00,0.0001,USDT
BTCUSDT,2019-11-20 16:00:00,0.0001,USDT
BTCUSDT,2019-11-21 00:00:00,0.0001,USDT
BTCUSDT,2019-11-21 08:00:00,0.0001,USDT
BTCUSDT,2019-11-21 16:00:00,0.0001,USDT
BTCUSDT,2019-11-22 00:00:00,6.832e-05,USDT
BTCUSDT,2019-11-22 08:00:00,9.601e-05,USDT
BTCUSDT,2019-11-22 16:00:00,-0.00025622,USDT
BTCUSDT,2019-11-23 00:00:00,-0.0002867,USDT
BTCUSDT,2019-11-23 08:00:00,-0.00017048,USDT
BTCUSDT,2019-11-23 16:00:00,-0.0001429,USDT
BTCUSDT,2019-11-24 00:00:00,-0.00010216,USDT
BTCUSDT,2019-11-24 08:00:00,0.0001,USDT
BTCUSDT,2019-11-24 16:00:00,0.0001,USDT
BTCUSDT,2019-11-25 00:00:00,0.0001,USDT
BTCUSDT,2019-11-25 08:00:00,-3.046e-05,USDT
BTCUSDT,2019-11-25 16:00:00,-0.00011089,USDT
BTCUSDT,2019-11-26 00:00:00,-8.462e-05,USDT
BTCUSDT,2019-11-26 08:00:00,-0.00046229,USDT
BTCUSDT,2019-11-26 16:00:00,-0.00036807,USDT
BTCUSDT,2019-11-27 00:00:00,-0.00018098,USDT
BTCUSDT,2019-11-27 08:00:00,-0.00015744,USDT
BTCUSDT,2019-11-27 16:00:00,0.0001,USDT
BTCUSDT,2019-11-28 00:00:00,0.0001,USDT
BTCUSDT,2019-11-28 08:00:00,0.0001,USDT
BTCUSDT,2019-11-28 16:00:00,0.0001,USDT
BTCUSDT,2019-11-29 00:00:00,0.0001,USDT
BTCUSDT,2019-11-29 08:00:00,0.0001,USDT
BTCUSDT,2019-11-29 16:00:00,0.0001,USDT
BTCUSDT,2019-11-30 00:00:00,0.0001,USDT
BTCUSDT,2019-11-30 08:00:00,-1.926e-05,USDT
BTCUSDT,2019-11-30 16:00:00,0.0001,USDT
BTCUSDT,2019-12-01 00:00:00,0.0001,USDT
BTCUSDT,2019-12-01 08:00:00,0.0001,USDT
BTCUSDT,2019-12-01 16:00:00,0.0001,USDT
BTCUSDT,2019-12-02 00:00:00,0.0001,USDT
BTCUSDT,2019-12-02 08:00:00,0.0001,USDT
BTCUSDT,2019-12-02 16:00:00,1.721e-05,USDT
BTCUSDT,2019-12-03 00:00:00,1.418e-05,USDT
BTCUSDT,2019-12-03 08:00:00,8.902e-05,USDT
BTCUSDT,2019-12-03 16:00:00,-1.025e-05,USDT
BTCUSDT,2019-12-04 00:00:00,-3.55e-06,USDT
BTCUSDT,2019-12-04 08:00:00,3.333e-05,USDT
BTCUSDT,2019-12-04 16:00:00,-5.268e-05,USDT
BTCUSDT,2019-12-05 00:00:00,2.564e-05,USDT
BTCUSDT,2019-12-05 08:00:00,-9.765e-05,USDT
BTCUSDT,2019-12-05 16:00:00,1.789e-05,USDT
BTCUSDT,2019-12-06 00:00:00,7.761e-05,USDT
BTCUSDT,2019-12-06 08:00:00,5.834e-05,USDT
BTCUSDT,2019-12-06 16:00:00,6.551e-05,USDT
BTCUSDT,2019-12-07 00:00:00,0.0001,USDT
BTCUSDT,2019-12-07 08:00:00,3.809e-05,USDT
BTCUSDT,2019-12-07 16:00:00,0.0001,USDT
BTCUSDT,2019-12-08 00:00:00,0.0001,USDT
BTCUSDT,2019-12-08 08:00:00,0.0001,USDT
BTCUSDT,2019-12-08 16:00:00,0.0001,USDT
BTCUSDT,2019-12-09 00:00:00,0.0001,USDT
BTCUSDT,2019-12-09 08:00:00,0.0001,USDT
BTCUSDT,2019-12-09 16:00:00,0.0001,USDT
BTCUSDT,2019-12-10 00:00:00,0.0001,USDT
BTCUSDT,2019-12-10 08:00:00,0.0001,USDT
BTCUSDT,2019-12-10 16:00:00,0.0001,USDT
BTCUSDT,2019-12-11 00:00:00,0.0001,USDT
BTCUSDT,2019-12-11 08:00:00,4.062e-05,USDT
BTCUSDT,2019-12-11 16:00:00,-5.692e-05,USDT
BTCUSDT,2019-12-12 00:00:00,3.16e-05,USDT
BTCUSDT,2019-12-12 08:00:00,-3.2e-06,USDT
BTCUSDT,2019-12-12 16:00:00,-8.52e-05,USDT
BTCUSDT,2019-12-13 00:00:00,-7.162e-05,USDT
BTCUSDT,2019-12-13 08:00:00,-0.00011387,USDT
BTCUSDT,2019-12-13 16:00:00,-9.781e-05,USDT
BTCUSDT,2019-12-14 00:00:00,-5.358e-05,USDT
BTCUSDT,2019-12-14 08:00:00,2.252e-05,USDT
BTCUSDT,2019-12-14 16:00:00,0.0001,USDT
BTCUSDT,2019-12-15 00:00:00,-1.788e-05,USDT
BTCUSDT,2019-12-15 08:00:00,7.982e-05,USDT
BTCUSDT,2019-12-15 16:00:00,2.225e-05,USDT
BTCUSDT,2019-12-16 00:00:00,-0.00013465,USDT
BTCUSDT,2019-12-16 08:00:00,-0.00010782,USDT
BTCUSDT,2019-12-16 16:00:00,-3.652e-05,USDT
BTCUSDT,2019-12-17 00:00:00,-4.606e-05,USDT
BTCUSDT,2019-12-17 08:00:00,-0.00013429,USDT
BTCUSDT,2019-12-17 16:00:00,-1.606e-05,USDT
BTCUSDT,2019-12-18 00:00:00,-0.00013767,USDT
BTCUSDT,2019-12-18 08:00:00,-0.00022278,USDT
BTCUSDT,2019-12-18 16:00:00,-0.0001509,USDT
BTCUSDT,2019-12-19 00:00:00,0.0001,USDT
BTCUSDT,2019-12-19 08:00:00,0.0001,USDT
BTCUSDT,2019-12-19 16:00:00,0.0001,USDT
BTCUSDT,2019-12-20 00:00:00,2.383e-05,USDT
BTCUSDT,2019-12-20 08:00:00,1.034e-05,USDT
BTCUSDT,2019-12-20 16:00:00,3.19e-05,USDT
BTCUSDT,2019-12-21 00:00:00,-2.37e-06,USDT
BTCUSDT,2019-12-21 08:00:00,0.0001,USDT
BTCUSDT,2019-12-21 16:00:00,0.0001,USDT
BTCUSDT,2019-12-22 00:00:00,0.0001,USDT
BTCUSDT,2019-12-22 08:00:00,0.0001,USDT
BTCUSDT,2019-12-22 16:00:00,1.57e-05,USDT
BTCUSDT,2019-12-23 00:00:00,0.0001,USDT
BTCUSDT,2019-12-23 08:00:00,0.0001,USDT
BTCUSDT,2019-12-23 16:00:00,0.0001,USDT
BTCUSDT,2019-12-24 00:00:00,0.0001,USDT
BTCUSDT,2019-12-24 08:00:00,0.0001,USDT
BTCUSDT,2019-12-24 16:00:00,0.0001,USDT
BTCUSDT,2019-12-25 00:00:00,0.0001,USDT
BTCUSDT,2019-12-25 08:00:00,6.107e-05,USDT
BTCUSDT,2019-12-25 16:00:00,0.0001,USDT
BTCUSDT,2019-12-26 00:00:00,0.0001,USDT
BTCUSDT,2019-12-26 08:00:00,0.0001,USDT
BTCUSDT,2019-12-26 16:00:00,-2.854e-05,USDT
BTCUSDT,2019-12-27 00:00:00,2.605e-05,USDT
BTCUSDT,2019-12-27 08:00:00,-5.694e-05,USDT
BTCUSDT,2019-12-27 16:00:00,-8.764e-05,USDT
BTCUSDT,2019-12-28 00:00:00,-7.701e-05,USDT
BTCUSDT,2019-12-28 08:00:00,-4.257e-05,USDT
BTCUSDT,2019-12-28 16:00:00,2.166e-05,USDT
BTCUSDT,2019-12-29 00:00:00,-0.0002325,USDT
BTCUSDT,2019-12-29 08:00:00,0.0001,USDT
BTCUSDT,2019-12-29 16:00:00,-8.727e-05,USDT
BTCUSDT,2019-12-30 00:00:00,-0.00010232,USDT
BTCUSDT,2019-12-30 08:00:00,-0.0001794,USDT
BTCUSDT,2019-12-30 16:00:00,-1.406e-05,USDT
BTCUSDT,2019-12-31 00:00:00,3.936e-05,USDT
BTCUSDT,2019-12-31 08:00:00,-0.0001305,USDT
BTCUSDT,2019-12-31 16:00:00,-2.403e-05,USDT
BTCUSDT,2020-01-01 00:00:00,-0.00012359,USDT
BTCUSDT,2020-01-01 08:00:00,-0.00012383,USDT
BTCUSDT,2020-01-01 16:00:00,-9.664e-05,USDT
BTCUSDT,2020-01-02 00:00:00,3.662e-05,USDT
BTCUSDT,2020-01-02 08:00:00,0.0001,USDT
BTCUSDT,2020-01-02 16:00:00,1.04e-06,USDT
BTCUSDT,2020-01-03 00:00:00,-1.664e-05,USDT
BTCUSDT,2020-01-03 08:00:00,-1.553e-05,USDT
BTCUSDT,2020-01-03 16:00:00,0.0001,USDT
BTCUSDT,2020-01-04 00:00:00,0.0001,USDT
BTCUSDT,2020-01-04 08:00:00,8.4e-07,USDT
BTCUSDT,2020-01-04 16:00:00,7.387e-05,USDT
BTCUSDT,2020-01-05 00:00:00,0.0001,USDT
BTCUSDT,2020-01-05 08:00:00,0.0001,USDT
BTCUSDT,2020-01-05 16:00:00,0.0001,USDT
BTCUSDT,2020-01-06 00:00:00,0.0001,USDT
BTCUSDT,2020-01-06 08:00:00,0.0001,USDT
BTCUSDT,2020-01-06 16:00:00,0.0001,USDT
BTCUSDT,2020-01-07 00:00:00,0.0001,USDT
BTCUSDT,2020-01-07 08:00:00,0.0001,USDT
BTCUSDT,2020-01-07 16:00:00,0.0001,USDT
BTCUSDT,2020-01-08 00:00:00,0.00012514,USDT
BTCUSDT,2020-01-08 08:00:00,0.0001,USDT
BTCUSDT,2020-01-08 16:00:00,0.0001,USDT
BTCUSDT,2020-01-09 00:00:00,0.0001,USDT
BTCUSDT,2020-01-09 08:00:00,0.0001,USDT
BTCUSDT,2020-01-09 16:00:00,0.0001,USDT
BTCUSDT,2020-01-10 00:00:00,0.0001,USDT
BTCUSDT,2020-01-10 08:00:00,0.0001,USDT
BTCUSDT,2020-01-10 16:00:00,0.0001,USDT
BTCUSDT,2020-01-11 00:00:00,0.0001,USDT
BTCUSDT,2020-01-11 08:00:00,0.00017846,USDT
BTCUSDT,2020-01-11 16:00:00,0.0001,USDT
BTCUSDT,2020-01-12 00:00:00,0.0001,USDT
BTCUSDT,2020-01-12 08:00:00,0.0001,USDT
BTCUSDT,2020-01-12 16:00:00,0.0001,USDT
BTCUSDT,2020-01-13 00:00:00,0.0001,USDT
BTCUSDT,2020-01-13 08:00:00,0.0001,USDT
BTCUSDT,2020-01-13 16:00:00,0.0001,USDT
BTCUSDT,2020-01-14 00:00:00,0.0001,USDT
BTCUSDT,2020-01-14 08:00:00,0.000259,USDT
BTCUSDT,2020-01-14 16:00:00,0.0001,USDT
BTCUSDT,2020-01-15 00:00:00,0.00049392,USDT
BTCUSDT,2020-01-15 08:00:00,0.00019497,USDT
BTCUSDT,2020-01-15 16:00:00,0.0001,USDT
BTCUSDT,2020-01-16 00:00:00,0.0001,USDT
BTCUSDT,2020-01-16 08:00:00,0.00041191,USDT
BTCUSDT,2020-01-16 16:00:00,0.00031466,USDT
BTCUSDT,2020-01-17 00:00:00,0.0001,USDT
BTCUSDT,2020-01-17 08:00:00,0.00015027,USDT
BTCUSDT,2020-01-17 16:00:00,0.00056749,USDT
BTCUSDT,2020-01-18 00:00:00,0.0001,USDT
BTCUSDT,2020-01-18 08:00:00,0.00029182,USDT
BTCUSDT,2020-01-18 16:00:00,0.00032081,USDT
BTCUSDT,2020-01-19 00:00:00,0.00020041,USDT
BTCUSDT,2020-01-19 08:00:00,0.00039329,USDT
BTCUSDT,2020-01-19 16:00:00,0.00092467,USDT
BTCUSDT,2020-01-20 00:00:00,0.00029702,USDT
BTCUSDT,2020-01-20 08:00:00,0.0001,USDT
BTCUSDT,2020-01-20 16:00:00,0.00010782,USDT
BTCUSDT,2020-01-21 00:00:00,0.00012057,USDT
BTCUSDT,2020-01-21 08:00:00,0.00015425,USDT
BTCUSDT,2020-01-21 16:00:00,0.0001574,USDT
BTCUSDT,2020-01-22 00:00:00,0.0001,USDT
BTCUSDT,2020-01-22 08:00:00,0.00021392,USDT
BTCUSDT,2020-01-22 16:00:00,0.0001,USDT
BTCUSDT,2020-01-23 00:00:00,0.0001,USDT
BTCUSDT,2020-01-23 08:00:00,0.0001,USDT
BTCUSDT,2020-01-23 16:00:00,0.00052304,USDT
BTCUSDT,2020-01-24 00:00:00,0.00054719,USDT
BTCUSDT,2020-01-24 08:00:00,0.00042124,USDT
BTCUSDT,2020-01-24 16:00:00,0.00017948,USDT
BTCUSDT,2020-01-25 00:00:00,0.0001,USDT
BTCUSDT,2020-01-25 08:00:00,0.0001,USDT
BTCUSDT,2020-01-25 16:00:00,0.0001,USDT
BTCUSDT,2020-01-26 00:00:00,0.0001,USDT
BTCUSDT,2020-01-26 08:00:00,0.0001,USDT
BTCUSDT,2020-01-26 16:00:00,0.0001,USDT
BTCUSDT,2020-01-27 00:00:00,0.0001,USDT
BTCUSDT,2020-01-27 08:00:00,0.0001,USDT
BTCUSDT,2020-01-27 16:00:00,0.0001,USDT
BTCUSDT,2020-01-28 00:00:00,0.0001,USDT
BTCUSDT,2020-01-28 08:00:00,0.00068689,USDT
BTCUSDT,2020-01-28 16:00:00,0.00054394,USDT
BTCUSDT,2020-01-29 00:00:00,0.00062324,USDT
BTCUSDT,2020-01-29 08:00:00,0.00108193,USDT
BTCUSDT,2020-01-29 16:00:00,0.00053694,USDT
BTCUSDT,2020-01-30 00:00:00,0.000236,USDT
BTCUSDT,2020-01-30 08:00:00,0.00024877,USDT
BTCUSDT,2020-01-30 16:00:00,0.00034852,USDT
BTCUSDT,2020-01-31 00:00:00,0.00053551,USDT
BTCUSDT,2020-01-31 08:00:00,0.00077154,USDT
BTCUSDT,2020-01-31 16:00:00,0.00039858,USDT
BTCUSDT,2020-02-01 00:00:00,0.00074991,USDT
BTCUSDT,2020-02-01 08:00:00,0.00065667,USDT
BTCUSDT,2020-02-01 16:00:00,0.00049052,USDT
BTCUSDT,2020-02-02 00:00:00,0.00028263,USDT
BTCUSDT,2020-02-02 08:00:00,0.00034916,USDT
BTCUSDT,2020-02-02 16:00:00,0.00065524,USDT
BTCUSDT,2020-02-03 00:00:00,0.00060677,USDT
BTCUSDT,2020-02-03 08:00:00,0.00035862,USDT
BTCUSDT,2020-02-03 16:00:00,0.0001,USDT
BTCUSDT,2020-02-04 00:00:00,0.00099282,USDT
BTCUSDT,2020-02-04 08:00:00,0.0005445000000000001,USDT
BTCUSDT,2020-02-04 16:00:00,0.00038192,USDT
BTCUSDT,2020-02-05 00:00:00,0.0001,USDT
BTCUSDT,2020-02-05 08:00:00,0.0001,USDT
BTCUSDT,2020-02-05 16:00:00,0.00052631,USDT
BTCUSDT,2020-02-06 00:00:00,0.00164021,USDT
BTCUSDT,2020-02-06 08:00:00,0.00078299,USDT
BTCUSDT,2020-02-06 16:00:00,0.00055668,USDT
BTCUSDT,2020-02-07 00:00:00,0.00035618,USDT
BTCUSDT,2020-02-07 08:00:00,0.00019726,USDT
BTCUSDT,2020-02-07 16:00:00,0.00034616,USDT
BTCUSDT,2020-02-08 00:00:00,0.00039915,USDT
BTCUSDT,2020-02-08 08:00:00,0.00062858,USDT
